sample_id	source_index	page	image_file	image_sha256	image_bytes	gw_error	vl_error	gw_seconds	vl_seconds	v1_verdict	v1_reason	v1_signals_json	gw_chars	gw_hangul	gw_han	gw_cjk_ratio	gw_headings	gw_tables	gw_critical_patterns	gw_top2_ratio	gw_top3_ratio	gw_top4_ratio	gw_top5_ratio	vl_chars	vl_hangul	vl_han	vl_cjk_ratio	vl_headings	vl_tables	vl_critical_patterns	vl_top2_ratio	vl_top3_ratio	vl_top4_ratio	vl_top5_ratio	gw_output_sha256	vl_output_sha256
S01	3	22	page_images/S01_01_운정지역주택조합_대리사무_채권자대위권등_신창근외17_상대방_소장_pdf_p22.jpg	e7f455166c01b0ebb422a4e386dccb9bf2b9e24b3afb92eaadce829aab496fe6	298233			50.675	12.979	accept_gw		"{""chars_after"": 700, ""chars_before"": 700, ""cjk_count"": 0, ""cjk_ratio"": 0.0, ""hard_removed"": 0, ""hard_rules"": [], ""is_diagram"": false, ""soft_rules"": []}"	705	645	0	0.0	2	0	3	0.0256	0.0242	0.0114	0.0114	698	637	0	0.0	2	0	3	0.0258	0.0244	0.0115	0.0115	f581d30215e7dac3b0bc03fdbcc73b1053f90f1a1c99442d402e96e2dfd0819f	80f0e18f64aa4451d95cc7f35b7fc3c41b77e7fa8831dd66f7af30a8a70469fd
S02	10	34	page_images/S02_01_세종시_대평동_관토신_서울중앙_분양대금등반환_소미영_소장_pdf_p34.jpg	0f708a6f6122191669962f724e6f153f6bf37eb29f5d21ebd038ff775a5a4686	459439			106.488	17.793	accept_gw		"{""chars_after"": 1022, ""chars_before"": 1022, ""cjk_count"": 0, ""cjk_ratio"": 0.0, ""hard_removed"": 0, ""hard_rules"": [], ""is_diagram"": false, ""soft_rules"": []}"	1028	860	0	0.0	2	1	6	0.0253	0.0107	0.0068	0.0059	1002	819	0	0.0	6	1	2	0.026	0.01	0.007	0.006	b63cdfd74f2a9961a37c186e51ba60383124396e0133a08427a388dd50b0624c	1d05082e429f76075be405dfa5ebb95ae50a66937b72c7210506ef39e5d45ff6
S03	14	31	page_images/S03_01_고양시_향동동_관토신_서울중앙_기타_금전_정재석외2_소장_pdf_p31.jpg	4156325dba99a65beda2576dee32106c5a8acc5b6761b4105e872bb466eb5752	409987		empty	124.119	1.384	accept_gw		"{""chars_after"": 640, ""chars_before"": 640, ""cjk_count"": 0, ""cjk_ratio"": 0.0, ""hard_removed"": 0, ""hard_rules"": [], ""is_diagram"": false, ""soft_rules"": []}"	641	437	0	0.0	1	1	6	0.0219	0.0094	0.0078	0.0047	0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	8034db3c8f1afe9827ce329d8fe928f289b8e6c622be5f5b022b0b7c57afa4ef	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
S04	17	52	page_images/S04_01_시흥시_장현지구_분관신_대리사무_수원지법_성남지원_납입금_반환_등_청구의_소_박은_p52.jpg	071d5b6a391a17cfb3357678e4eb403a821f361e62b8a3cbff5a71269d6e78d1	480602		empty	77.94	2.012	accept_gw		"{""chars_after"": 1741, ""chars_before"": 1741, ""cjk_count"": 0, ""cjk_ratio"": 0.0, ""hard_removed"": 0, ""hard_rules"": [], ""is_diagram"": false, ""soft_rules"": [""R4""]}"	1741	504	0	0.0	0	2	79	0.0546	0.0483	0.0362	0.0242	0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	d50cff068a4f4a6876812181198522175046efbb886172942534505851aeec2c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
S05	18	128	page_images/S05_01_서울_서초구_관토신_책준_대구지법_계약금반환_남경은_소장_pdf_p128.jpg	ad2ae531ad1d9c17a47a79a29f7aaae56da9efed44fe12f923a36883f0e59797	464909		empty	72.397	2.452	accept_gw		"{""chars_after"": 1382, ""chars_before"": 1382, ""cjk_count"": 0, ""cjk_ratio"": 0.0, ""hard_removed"": 0, ""hard_rules"": [], ""is_diagram"": false, ""soft_rules"": []}"	1388	1278	0	0.0	3	2	0	0.0151	0.0123	0.0072	0.0065	0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	fd01f1bda8de3db0764e8ee99711ec78d68418de240c25d0635a7f64d0574bb4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
S06	19	35	page_images/S06_01_양주시_옥정동_관토신_책준_서울중앙_분양대금반환등_장성근_소장_pdf_p35.jpg	4ba852eef9680cb1e1ee59ba35866fd1ec19954f5b92dabebb23bbca03fbc5ca	516652			43.483	11.197	accept_gw		"{""chars_after"": 1193, ""chars_before"": 1193, ""cjk_count"": 0, ""cjk_ratio"": 0.0, ""hard_removed"": 0, ""hard_rules"": [], ""is_diagram"": false, ""soft_rules"": []}"	1212	1074	0	0.0	7	0	0	0.0273	0.014	0.0132	0.0132	1199	1078	0	0.0	0	1	0	0.0275	0.0142	0.0134	0.0134	6791366ebea0b25ba13e3bfd49832698cf0fef5aeff0f9a1022e30fa4e19d383	ebccc4aee14be47ca62a5680ca7209b3e592774efc317899409bd4b035759d1f
