sample_id	source_index	page	image_file	image_sha256	image_bytes	gw_error	vl_error	gw_seconds	vl_seconds	v1_verdict	v1_reason	v1_signals_json	gw_chars	gw_hangul	gw_han	gw_cjk_ratio	gw_headings	gw_tables	gw_critical_patterns	gw_top2_ratio	gw_top3_ratio	gw_top4_ratio	gw_top5_ratio	vl_chars	vl_hangul	vl_han	vl_cjk_ratio	vl_headings	vl_tables	vl_critical_patterns	vl_top2_ratio	vl_top3_ratio	vl_top4_ratio	vl_top5_ratio	gw_output_sha256	vl_output_sha256
S01	20	41	page_images/S01_01_인천시_청라동_관토신_책준_서울중앙_가처분이의_주_디벨럽팩토리_심문기일통지서_가처_p41.jpg	99e68b21ef9b9181c4f73ea642aeb3f59a8a9b0192e376e05f03913932f7909b	410912			68.857	20.644	accept_gw		"{""chars_after"": 995, ""chars_before"": 995, ""cjk_count"": 0, ""cjk_ratio"": 0.0, ""hard_removed"": 0, ""hard_rules"": [], ""is_diagram"": false, ""soft_rules"": []}"	995	889	0	0.0	0	0	2	0.0161	0.0161	0.0071	0.005	1040	904	0	0.0	2	0	4	0.0154	0.0154	0.0068	0.0048	143ef2c21b2edefd0418dcc4cd12971491dc08ea680b50e6122791707e6899f4	d1769a2d8790f3afb385688fc52a1f0bac8c02eaf24539aa897203a314837da6
S02	24	419	page_images/S02_01_경산삼남지역주택조합_대리사무_대구지법_손해배상_기_강성대외95_소장_pdf_p419.jpg	c261a6dce840347daef024a373b4a9097a442dd5c7b30ae333dc31c4109f56dd	192261			165.434	3.624	quarantine	한자 오염: 한자 130자, 비율 0.54	"{""chars_after"": 470, ""chars_before"": 470, ""cjk_count"": 130, ""cjk_ratio"": 0.5439, ""hard_removed"": 0, ""hard_rules"": [], ""is_diagram"": false, ""soft_rules"": []}"	472	109	130	0.5439	2	1	18	0.0616	0.0383	0.0256	0.0235	209	66	0	0.0	0	0	4	0.0337	0.0145	0.0146	0.0098	76a8d900c9aaca3b647185ebc538443ee044809cda2a2c78dbed347eeb2285f9	50d020d867055c52a3028ed98ae7cf04dec988f2cc02c2daafa6df98ba45a192
S03	26	270	page_images/S03_01_창원시_팔용동_관토신_서울중앙_손해배상_등_이경연외2_소장_pdf_p270.jpg	b430eca3848e5a0ee17e865b8d9143a799eea834ccc50699b3e6de48f468ed42	206732			65.815	10.85	accept_gw		"{""chars_after"": 339, ""chars_before"": 339, ""cjk_count"": 0, ""cjk_ratio"": 0.0, ""hard_removed"": 0, ""hard_rules"": [], ""is_diagram"": false, ""soft_rules"": []}"	345	195	0	0.0	3	0	12	0.0349	0.0175	0.0117	0.0117	441	238	0	0.0	4	0	12	0.0318	0.0159	0.0091	0.0092	2932889f7dca65d9a55d7ffe7715e88710e9ee145aca75119798001e82ba08dc	ad1af1901aa0c9d6a4bb41175dc2050a712773fa392330dc5905017491c94f84
S04	35	18	page_images/S04_01_남양주시_금곡리_대리사무_서울중앙_추심금_김성수_소장_pdf_p18.jpg	4b11d0cbe575fe106d2285f7e4f83c5f1d84dfe944bbf0d2dfef0d8470e2f68e	161733			77.644	4.32	accept_gw	빈 페이지(ink=0.0158) — 내용 없음	"{""chars_after"": 39, ""chars_before"": 39, ""cjk_count"": 0, ""cjk_ratio"": 0.0, ""hard_removed"": 0, ""hard_rules"": [], ""ink"": 0.0158, ""is_diagram"": false, ""soft_rules"": []}"	40	22	0	0.0	1	0	0	0.0256	0.0263	0.027	0.0278	201	148	0	0.0	3	0	2	0.02	0.0151	0.0101	0.0102	c8593e50f746108c08e06522f21c3fcca008754689a2f7c0d1327f6635795a4e	7bab748c66f0bda80c5775744ff83d748426d9e1219380af1c5f2afa164290b3
S05	37	160	page_images/S05_01_서울시_종로구_신문로_대리사무_분관신_서울중앙_부당이득금_주식회사_거삼_소장_pd_p160.jpg	980627f9a6135030c5339d62020071d7267701c73034603da561b253eb8c53b7	328670		empty	77.324	2.209	accept_gw		"{""chars_after"": 1184, ""chars_before"": 1184, ""cjk_count"": 1, ""cjk_ratio"": 0.0011, ""hard_removed"": 0, ""hard_rules"": [], ""is_diagram"": false, ""soft_rules"": []}"	1184	906	1	0.0011	0	0	4	0.0178	0.0118	0.011	0.0093	0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	d2a7c50b75fcdd0de30555fa73fbab0d13d932c94acfe6913f28b7bf2879ac95	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
